student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,addr_city,addr_district,addr_postal,hobbies,skill_tech_python,skill_tech_excel,skill_tech_sql,skill_soft,siblings,income_father,income_mother,device1_type,device1_brand,device1_year,device2_type,device2_brand,device2_year
170,Ronnie Campbell,20,Female,,827-011-1518,North Kathryn,NA,1992-04-30,Data Science,78.0,active,,good,91.0,1997-08-08,UZ 100959 Tashkent Jamesfurt,"{'hobbies': ['thought', 'shoulder'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 1}, 'soft': ['care', 'who']}, 'family': {'siblings': 4, 'income': {'father': 344, 'mother': 963}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}",Tashkent,,100959,,3.0,4.0,1.0,,4.0,344.0,963.0,laptop,Lenovo,2017.0,phone,Apple,2020.0
171,Mark Torres,22,Female,,NA,Phelpsberg,riveraalexis@lynch.com,1990-10-08,Data Science,,active,,unknown,278.0,1988-03-15,"New Cheryl 19-kv, dom 6, Tashkent","{'hobbies': ['sure', 'clearly'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 3}, 'soft': ['woman', 'eye']}, 'family': {'siblings': 3, 'income': {'father': 997, 'mother': 540}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}",Tashkent,dom 6,,,3.0,3.0,3.0,,3.0,997.0,540.0,laptop,HP,2021.0,phone,Apple,2020.0
172,Dr. Michael Macias,22,Male,83.0,894-375-7373,New Paul,NA,1975-12-18,Data Science,,inactive,,unknown,154.0,1988-07-25,"Apartment 12, Lake Michael district, Tashkent, UZ, 100053",INVALID_JSON_DATA,Tashkent,Lake Michael district,100053,,,,,,,,,,,,,,
173,Allison Dyer,20,Female,64.0,NA,Josephchester,NA,2022-08-15,Data Science,,inactive,,excellent,262.0,1982-04-08,UZ 100683 Tashkent Valentinestad,"{""hobbies"": [""commercial"", ""war""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 2}, ""soft"": [""story"", ""with""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 605, ""mother"": 297}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2024}]}",Tashkent,,100683,,5.0,4.0,2.0,,5.0,605.0,297.0,laptop,HP,2021.0,phone,Xiaomi,2024.0
174,Teresa Smith,18,Unknown,,NA,New Shane,williamsdavid@woods.info,,Python,,inactive,4.06,excellent,220.0,,"BROKEN,ADDRESS,DATA,,,","{hobbies:['we', 'student']}",Tashkent,,,,,,,,,,,,,,,,
175,Unknown,18,Female,,092-836-1259,Port Dana,NA,,Data Science,,inactive,,excellent,167.0,1972-04-19,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['begin', 'certain'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['sense', 'firm']}, 'family': {'siblings': 3, 'income': {'father': 502, 'mother': 341}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}",Tashkent,,,,3.0,2.0,4.0,,3.0,502.0,341.0,laptop,HP,2022.0,phone,Apple,2021.0
176,Brian Mcknight,20,Female,,196-777-7751,South Sandra,NA,1998-12-14,Data Science,,pending,,good,280.0,2007-04-16,"South Paul 12-kv, dom 34, Tashkent","{""hobbies"": [""none"", ""guess""], ""skills"": {""tech"": {""python"": 3, ""excel"": 3, ""sql"": 2}, ""soft"": [""computer"", ""ten""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1069, ""mother"": 1374}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]}",Tashkent,dom 34,,,3.0,3.0,2.0,,4.0,1069.0,1374.0,laptop,HP,2021.0,phone,Samsung,2023.0
177,Carlos Frazier,18,Unknown,,969-965-2517,Port Gracemouth,zrobinson@russell.biz,1999-11-28,Data Science,86.0,pending,,  excellent  ,60.0,2014-07-30,"Greeneton 2-kv, dom 50, Tashkent","{'hobbies': ['relationship', 'newspaper'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 3}, 'soft': ['fly', 'method']}, 'family': {'siblings': 4, 'income': {'father': 1008, 'mother': 416}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}",Tashkent,dom 50,,,2.0,3.0,3.0,,4.0,1008.0,416.0,laptop,Lenovo,2019.0,phone,Samsung,2018.0
178,Angela Kim,20,Female,,NA,South Crystalland,NA,1971-03-12,Data Science,,active,4.19,unknown,183.0,,"7357 Kimberly Walks Suite 508, Port Kaylee","{'hobbies': ['require', 'administration'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 5}, 'soft': ['dark', 'PM']}, 'family': {'siblings': 4, 'income': {'father': 1246, 'mother': 745}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",Tashkent,,,,4.0,5.0,5.0,,4.0,1246.0,745.0,laptop,Lenovo,2024.0,phone,Samsung,2022.0
179,Unknown,19,Unknown,69.0,281-696-4171,Port Tammy,krobertson@butler.info,2016-06-03,Python,,pending,,good,122.0,2009-07-10,"Apartment 40, Peterberg district, Tashkent, UZ, 100026","{'hobbies': ['second', 'their'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 3}, 'soft': ['think', 'entire']}, 'family': {'siblings': 0, 'income': {'father': 673, 'mother': 599}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}",Tashkent,Peterberg district,100026,,5.0,1.0,3.0,,0.0,673.0,599.0,laptop,HP,2020.0,phone,Samsung,2018.0
181,Unknown,22,Female,,378-349-3526,Christophermouth,ssmall@reynolds-miller.com,1972-07-04,Python,,active,,  excellent  ,276.0,2011-04-22,"Apartment 12, Davidtown district, Tashkent, UZ, 100617","{'hobbies': ['letter', 'many'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 1}, 'soft': ['hotel', 'company']}, 'family': {'siblings': 1, 'income': {'father': 928, 'mother': 683}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}",Tashkent,Davidtown district,100617,,1.0,2.0,1.0,,1.0,928.0,683.0,laptop,Lenovo,2023.0,phone,Samsung,2021.0
182,Unknown,,Unknown,69.0,286-874-2963,Joshuaborough,zrodriguez@briggs.com,1999-03-11,Python,,pending,0.0,average,294.0,,"Apartment 14, Jenniferview district, Tashkent, UZ, 100408",INVALID_JSON_DATA,Tashkent,Jenniferview district,100408,,,,,,,,,,,,,,
183,Larry Pierce,20,Female,,685-006-5058,Tinafurt,NA,1981-01-08,Data Science,,pending,0.0,average,74.0,2005-07-31,"Apartment 14, North Jose district, Tashkent, UZ, 100999","{hobbies:['rock', 'put']}",Tashkent,North Jose district,100999,,,,,,,,,,,,,,
184,Unknown,22,Female,,NA,North Nancy,NA,2013-10-24,Python,,inactive,,unknown,207.0,,"Reevesside 25-kv, dom 20, Tashkent",INVALID_JSON_DATA,Tashkent,dom 20,,,,,,,,,,,,,,,
185,Unknown,18,Unknown,64.0,487-868-9120,Brownchester,NA,,Data Science,,pending,0.0,  excellent  ,95.0,1977-07-30,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['partner', 'smile'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 2}, 'soft': ['movement', 'knowledge']}, 'family': {'siblings': 2, 'income': {'father': 674, 'mother': 715}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}",Tashkent,,,,4.0,1.0,2.0,,2.0,674.0,715.0,laptop,HP,2021.0,phone,Samsung,2023.0
186,Michael Taylor,19,Unknown,95.0,917-224-8049,South Jamie,yfreeman@morales-martin.com,2024-06-13,Data Science,95.0,active,1.46,average,81.0,,"2870 Gamble Fall, Fordview","{'hobbies': ['foreign', 'foot'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 1}, 'soft': ['themselves', 'medical']}, 'family': {'siblings': 5, 'income': {'father': 1007, 'mother': 565}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}",Tashkent,,,,1.0,2.0,1.0,,5.0,1007.0,565.0,laptop,HP,2021.0,phone,Samsung,2021.0
187,Unknown,19,Female,75.0,969-133-8568,Castromouth,trevor37@jordan.com,,Data Science,,active,,unknown,104.0,1980-04-19,"Apartment 13, Marymouth district, Tashkent, UZ, 100299","{'hobbies': ['population', 'instead'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 1}, 'soft': ['pay', 'field']}, 'family': {'siblings': 4, 'income': {'father': 396, 'mother': 566}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}",Tashkent,Marymouth district,100299,,1.0,2.0,1.0,,4.0,396.0,566.0,laptop,Lenovo,2017.0,phone,Xiaomi,2018.0
188,Gregory Duffy,20,Female,77.0,395-101-2002,New Ashleyburgh,NA,2002-07-06,Data Science,,active,,average,291.0,,"540 Gonzalez Junction Apt. 632, Nelsonview","{""hobbies"": [""series"", ""really""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 2}, ""soft"": [""employee"", ""face""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 766, ""mother"": 743}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2023}]}",Tashkent,,,,1.0,2.0,2.0,,1.0,766.0,743.0,laptop,Lenovo,2021.0,phone,Xiaomi,2023.0
189,Jennifer Delgado,20,Unknown,66.0,832-297-8546,Robinsonchester,NA,2003-02-21,Data Science,,pending,,excellent,108.0,2000-03-27,"New Sean 1-kv, dom 18, Tashkent","{hobbies:['truth', 'young']}",Tashkent,dom 18,,,,,,,,,,,,,,,
190,Kurt Price,18,Female,85.0,821-206-8212,Ashleyburgh,peter22@gmail.com,2022-08-08,Data Science,,inactive,,good,256.0,1970-05-16,"Jonesstad 28-kv, dom 20, Tashkent","{'hobbies': ['teach', 'federal'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 5}, 'soft': ['create', 'have']}, 'family': {'siblings': 2, 'income': {'father': 419, 'mother': 744}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}",Tashkent,dom 20,,,5.0,2.0,5.0,,2.0,419.0,744.0,laptop,Lenovo,2023.0,phone,Apple,2024.0
191,John West,18,Unknown,,NA,New Charles,carterjeffrey@sullivan.com,1982-03-11,Data Science,,inactive,,good,117.0,1987-09-05,"BROKEN,ADDRESS,DATA,,,","{hobbies:['human', 'nice']}",Tashkent,,,,,,,,,,,,,,,,
192,Scott Bradley,21,Female,82.0,NA,New Patriciaborough,smallrachel@yahoo.com,1994-09-19,Data Science,,inactive,,good,100.0,2012-03-26,"5846 Erin Glens, Port Kristen","{""hobbies"": [""them"", ""clear""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 4}, ""soft"": [""become"", ""run""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 339, ""mother"": 584}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]}",Tashkent,,,,4.0,4.0,4.0,,1.0,339.0,584.0,laptop,Lenovo,2017.0,phone,Xiaomi,2018.0
193,Mrs. Kelly Turner,20,Male,92.0,365-905-0803,East Willie,NA,1993-09-24,Data Science,,pending,1.12,  excellent  ,214.0,1984-07-12,"Apartment 28, Jillianview district, Tashkent, UZ, 100658","{""hobbies"": [""inside"", ""become""], ""skills"": {""tech"": {""python"": 4, ""excel"": 2, ""sql"": 3}, ""soft"": [""forget"", ""space""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1211, ""mother"": 701}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]}",Tashkent,Jillianview district,100658,,4.0,2.0,3.0,,2.0,1211.0,701.0,laptop,Lenovo,2023.0,phone,Samsung,2021.0
194,Kristen Mercer,20,Female,86.0,786-428-6152,Frankmouth,NA,2018-03-29,Data Science,,inactive,,unknown,97.0,2007-09-16,UZ 100904 Tashkent Xavierton,"{""hobbies"": [""sport"", ""office""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 4}, ""soft"": [""himself"", ""those""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 487, ""mother"": 978}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]}",Tashkent,,100904,,5.0,4.0,4.0,,4.0,487.0,978.0,laptop,HP,2015.0,phone,Samsung,2021.0
195,Unknown,20,Female,62.0,196-573-3150,South Christopherbury,NA,2025-03-18,Python,,active,3.69,excellent,166.0,,"8258 Kristin Place, Allenview","{'hobbies': ['base', 'either'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 4}, 'soft': ['reach', 'white']}, 'family': {'siblings': 0, 'income': {'father': 874, 'mother': 1078}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}",Tashkent,,,,2.0,5.0,4.0,,0.0,874.0,1078.0,laptop,HP,2019.0,phone,Xiaomi,2018.0
196,Unknown,,Female,65.0,629-314-5854,New Virginiamouth,NA,2022-01-28,Data Science,,pending,,unknown,160.0,,UZ 100451 Tashkent North Stephanieborough,"{'hobbies': ['again', 'wish'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 4}, 'soft': ['our', 'many']}, 'family': {'siblings': 0, 'income': {'father': 975, 'mother': 1213}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}",Tashkent,,100451,,1.0,2.0,4.0,,0.0,975.0,1213.0,laptop,HP,2020.0,phone,Samsung,2018.0
197,Unknown,20,Unknown,51.0,554-454-7692,Bradfordborough,NA,2024-10-13,Data Science,,pending,,good,209.0,,"BROKEN,ADDRESS,DATA,,,","{hobbies:['actually', 'who']}",Tashkent,,,,,,,,,,,,,,,,
198,Kayla Graham,20,Female,58.0,638-192-7344,Lake Christinehaven,NA,1994-10-17,Python,80.0,active,,excellent,65.0,2005-03-19,"BROKEN,ADDRESS,DATA,,,","{hobbies:['official', 'picture']}",Tashkent,,,,,,,,,,,,,,,,
199,Sheila Stafford,18,Unknown,66.0,NA,Hamiltonstad,NA,1979-10-12,Data Science,,inactive,0.0,excellent,146.0,1974-12-28,"New Josephville 1-kv, dom 23, Tashkent","{""hobbies"": [""will"", ""prove""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 2}, ""soft"": [""rather"", ""reflect""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1178, ""mother"": 319}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2023}]}",Tashkent,dom 23,,,5.0,2.0,2.0,,0.0,1178.0,319.0,laptop,Lenovo,2022.0,phone,Apple,2023.0
200,Tyler Ramos,20,Female,,NA,New Christina,michael32@williams.com,1985-02-05,Python,,active,3.91,average,111.0,,"Michaelborough 6-kv, dom 31, Tashkent","{'hobbies': ['media', 'bill'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 2}, 'soft': ['dog', 'red']}, 'family': {'siblings': 3, 'income': {'father': 832, 'mother': 485}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}",Tashkent,dom 31,,,5.0,1.0,2.0,,3.0,832.0,485.0,laptop,Dell,2015.0,phone,Xiaomi,2018.0
201,Unknown,20,Female,,NA,Matthewtown,jamie54@patel-carter.biz,2016-02-19,Data Science,,active,2.45,good,264.0,1981-10-17,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
202,Hayley Martinez,18,Female,,928-592-7556,Port Paulville,NA,,Data Science,,inactive,,excellent,299.0,1988-01-27,UZ 100922 Tashkent East Nicholas,"{""hobbies"": [""skin"", ""once""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 5}, ""soft"": [""capital"", ""note""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 709, ""mother"": 492}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",Tashkent,,100922,,4.0,4.0,5.0,,5.0,709.0,492.0,laptop,Lenovo,2016.0,phone,Samsung,2024.0
203,Unknown,20,Female,,342-834-7225,Lake Robertbury,NA,2016-12-30,Python,,inactive,0.0,good,93.0,2000-03-16,"094 Mark Fork, Matthewmouth","{'hobbies': ['south', 'address'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 1}, 'soft': ['reflect', 'ready']}, 'family': {'siblings': 0, 'income': {'father': 230, 'mother': 298}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}",Tashkent,,,,1.0,4.0,1.0,,0.0,230.0,298.0,laptop,Dell,2021.0,phone,Xiaomi,2018.0
204,Unknown,,Female,,NA,Port Laurenborough,NA,1981-02-01,Data Science,,inactive,,good,160.0,2011-03-28,"Charlesburgh 23-kv, dom 41, Tashkent","{hobbies:['image', 'quality']}",Tashkent,dom 41,,,,,,,,,,,,,,,
205,Kathryn Allen,20,Female,95.0,006-219-6684,New Kevinton,NA,1977-02-10,Python,77.0,pending,,excellent,145.0,2019-08-10,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['ground', 'whether'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 1}, 'soft': ['performance', 'shoulder']}, 'family': {'siblings': 4, 'income': {'father': 958, 'mother': 999}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}",Tashkent,,,,1.0,1.0,1.0,,4.0,958.0,999.0,laptop,Lenovo,2024.0,phone,Xiaomi,2021.0
206,Tyler Wright,20,Unknown,95.0,NA,Lucasland,NA,1972-09-02,Python,,pending,,unknown,69.0,1979-09-20,"Apartment 42, Smithborough district, Tashkent, UZ, 100017","{'hobbies': ['child', 'yard'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 4}, 'soft': ['half', 'address']}, 'family': {'siblings': 0, 'income': {'father': 260, 'mother': 371}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}",Tashkent,Smithborough district,100017,,4.0,4.0,4.0,,0.0,260.0,371.0,laptop,Lenovo,2017.0,phone,Samsung,2024.0
207,Stephen Gordon,21,Female,,890-179-1407,East Monicastad,tdonovan@hall.biz,1975-08-14,Data Science,,pending,,good,131.0,1982-08-05,"00705 Terrance Street Apt. 121, Christinaport","{""hobbies"": [""training"", ""while""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 2}, ""soft"": [""threat"", ""off""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 824, ""mother"": 1000}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}",Tashkent,,00705,,2.0,5.0,2.0,,5.0,824.0,1000.0,laptop,HP,2016.0,phone,Apple,2022.0
208,Pedro Mcdaniel,,Male,72.0,140-950-3087,Lake Linda,garciapamela@gmail.com,2018-03-09,Python,,pending,1.08,average,87.0,1983-12-01,UZ 100020 Tashkent South Anthony,"{hobbies:['attention', 'employee']}",Tashkent,,100020,,,,,,,,,,,,,,
209,Margaret Peters,19,Female,,790-556-3076,Lake Jenniferville,melissajohnston@gmail.com,2013-09-23,Data Science,,inactive,,excellent,239.0,1979-10-30,UZ 100583 Tashkent Robertmouth,INVALID_JSON_DATA,Tashkent,,100583,,,,,,,,,,,,,,
210,Unknown,,Male,,917-265-1917,New Christopher,NA,2022-12-04,Python,,inactive,,average,184.0,2010-12-22,"Meaganchester 4-kv, dom 34, Tashkent","{'hobbies': ['sound', 'respond'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 5}, 'soft': ['author', 'join']}, 'family': {'siblings': 3, 'income': {'father': 667, 'mother': 864}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}",Tashkent,dom 34,,,5.0,5.0,5.0,,3.0,667.0,864.0,laptop,Dell,2024.0,phone,Apple,2019.0
211,Thomas Spence,20,Unknown,,NA,Baileymouth,NA,2011-09-27,Python,,inactive,0.0,good,257.0,2008-01-27,"8175 Davis Mountains, Lake James","{hobbies:['seven', 'real']}",Tashkent,,,,,,,,,,,,,,,,
212,Ashley Fuller,21,Male,70.0,079-229-5034,Timothyborough,NA,,Python,,active,0.0,excellent,54.0,,"Apartment 38, Rachelport district, Tashkent, UZ, 100706","{""hobbies"": [""baby"", ""age""], ""skills"": {""tech"": {""python"": 2, ""excel"": 2, ""sql"": 2}, ""soft"": [""after"", ""production""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 763, ""mother"": 642}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}",Tashkent,Rachelport district,100706,,2.0,2.0,2.0,,3.0,763.0,642.0,laptop,Lenovo,2022.0,phone,Apple,2018.0
213,Megan Lambert,18,Male,75.0,355-954-5695,New Michael,NA,,Python,,pending,,unknown,151.0,2018-07-17,"Apartment 27, New Brianshire district, Tashkent, UZ, 100123","{'hobbies': ['avoid', 'action'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 4}, 'soft': ['today', 'interesting']}, 'family': {'siblings': 0, 'income': {'father': 221, 'mother': 973}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}",Tashkent,New Brianshire district,100123,,2.0,5.0,4.0,,0.0,221.0,973.0,laptop,HP,2019.0,phone,Apple,2019.0
214,Nancy Zimmerman,22,Male,,980-740-0345,Matthewburgh,NA,2008-10-03,Data Science,,active,,unknown,166.0,1985-09-02,UZ 100413 Tashkent Perryhaven,"{'hobbies': ['force', 'half'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 5}, 'soft': ['arrive', 'total']}, 'family': {'siblings': 5, 'income': {'father': 551, 'mother': 642}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}",Tashkent,,100413,,4.0,4.0,5.0,,5.0,551.0,642.0,laptop,HP,2015.0,phone,Xiaomi,2019.0
215,Joshua Miller,20,Female,,NA,Port Cynthiashire,NA,1977-05-17,Data Science,,inactive,0.0,average,182.0,2002-10-07,"3347 Huff Flats Suite 397, South Juliantown","{hobbies:['employee', 'road']}",Tashkent,,,,,,,,,,,,,,,,
216,Unknown,20,Male,82.0,224-793-9576,New Austinhaven,evansdaniel@hotmail.com,2018-06-08,Python,60.0,pending,0.0,excellent,242.0,2003-10-18,"31066 Alejandro Terrace Apt. 105, Faithhaven","{'hobbies': ['bar', 'offer'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 3}, 'soft': ['morning', 'coach']}, 'family': {'siblings': 5, 'income': {'father': 653, 'mother': 949}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}",Tashkent,,31066,,2.0,4.0,3.0,,5.0,653.0,949.0,laptop,HP,2018.0,phone,Samsung,2021.0
217,Unknown,21,Female,73.0,104-154-5090,Jarvisview,kylerichardson@dyer.com,1985-01-31,Data Science,83.0,inactive,,unknown,162.0,,UZ 100852 Tashkent Lake Samantha,"{'hobbies': ['everybody', 'there'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 1}, 'soft': ['fear', 'sell']}, 'family': {'siblings': 2, 'income': {'father': 1291, 'mother': 814}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}",Tashkent,,100852,,2.0,2.0,1.0,,2.0,1291.0,814.0,laptop,HP,2023.0,phone,Apple,2019.0
218,Unknown,19,Female,,468-427-7504,Jonathanton,NA,1990-06-20,Python,,pending,,  excellent  ,133.0,2014-11-03,"Apartment 27, West Pamelafurt district, Tashkent, UZ, 100776",INVALID_JSON_DATA,Tashkent,West Pamelafurt district,100776,,,,,,,,,,,,,,
